Name,Description,styleUrl,Power,Address,Latitude,Longitude,Provider,Coordinates
คาลเท็กซ์ เมืองตรัง,"Power: 120 kW<br>Description: 221/12 ถ.ท่ากลาง ต.ทับเที่ยง อ.เมือง, ตรัง, 92000 PEA VOLTA คาลเท็กซ์ เมืองตรัง<br>Latitude: 7.56078815<br>Longitude: 99.59434509<br>Provider: PEA",#icon-1899-DB4436-labelson,120 kW,"221/12 ถ.ท่ากลาง ต.ทับเที่ยง อ.เมือง, ตรัง, 92000 PEA VOLTA คาลเท็กซ์ เมืองตรัง",7.56078815,99.59434509,PEA,"
            99.59434509,7.56078815,0
          "
บางจาก เมืองสมุทรสาคร (บางกระเจ้า),Power: 120 kW<br>Description: ตำบลบางกระเจ้า อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000 PEA VOLTA บางจาก เมืองสมุทรสาคร 2 (บางกระเจ้า)<br>Latitude: 13.53953838<br>Longitude: 100.23036957<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบลบางกระเจ้า อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000 PEA VOLTA บางจาก เมืองสมุทรสาคร 2 (บางกระเจ้า),13.53953838,100.23036957,PEA,"
            100.23036957,13.53953838,0
          "
คาลเท็กซ์ กระทุ่มแบน,Power: 120 kW<br>Description: ตำบล อ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 PEA VOLTA คาลเท็กซ์ กระทุ่มแบน<br>Latitude: 13.70517540<br>Longitude: 100.31701660<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบล อ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 PEA VOLTA คาลเท็กซ์ กระทุ่มแบน,13.70517540,100.31701660,PEA,"
            100.3170166,13.7051754,0
          "
พังงา,Power: 120 kW<br>Description: 76/1 หมู่3 ตาบลถ้าน้าผุด อาเภอเมือง จังหวัดพังงา. การไฟฟ้าส่วนภูมิภาคจังหวัดพังงา. PEA VOLTA พังงา<br>Latitude: 8.44794273<br>Longitude: 98.53263092<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,76/1 หมู่3 ตาบลถ้าน้าผุด อาเภอเมือง จังหวัดพังงา. การไฟฟ้าส่วนภูมิภาคจังหวัดพังงา. PEA VOLTA พังงา,8.44794273,98.53263092,PEA,"
            98.53263092,8.44794273,0
          "
ฮอด,Power: 25 kW<br>Description: ตำบล หางดง อำเภอฮอด เชียงใหม่ 50240 PEA VOLTA ฮอด<br>Latitude: 18.17254257<br>Longitude: 98.61086273<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล หางดง อำเภอฮอด เชียงใหม่ 50240 PEA VOLTA ฮอด,18.17254257,98.61086273,PEA,"
            98.61086273,18.17254257,0
          "
มหาวิทยาลัยมหิดล วิทยาเขตกาญจนบุรี,Power: 120 kW<br>Description: ตำบล ลุ่มสุ่ม อำเภอไทรโยค กาญจนบุรี 71150 PEA VOLTA มหาวิทยาลัยมหิดล วิทยาเขตกาญจนบุรี<br>Latitude: 14.13148499<br>Longitude: 99.16014099<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบล ลุ่มสุ่ม อำเภอไทรโยค กาญจนบุรี 71150 PEA VOLTA มหาวิทยาลัยมหิดล วิทยาเขตกาญจนบุรี,14.13148499,99.16014099,PEA,"
            99.16014099,14.13148499,0
          "
พิษณุโลก,Power: 120 kW<br>Description: 350/9 ถนนมิตรภาพ ตำบลสมอแข อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก 65000 PEA VOLTA พิษณุโลก<br>Latitude: 16.81752777<br>Longitude: 100.32225037<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,350/9 ถนนมิตรภาพ ตำบลสมอแข อำเภอเมืองพิษณุโลก จังหวัดพิษณุโลก 65000 PEA VOLTA พิษณุโลก,16.81752777,100.32225037,PEA,"
            100.32225037,16.81752777,0
          "
ป่าตอง,Power: 120 kW<br>Description: 187/15 ถ.ราษฎร์อุทิศ200ปี ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150 PEA VOLTA ป่าตอง<br>Latitude: 7.89057636<br>Longitude: 98.29814911<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,187/15 ถ.ราษฎร์อุทิศ200ปี ต.ป่าตอง อ.กะทู้ จ.ภูเก็ต 83150 PEA VOLTA ป่าตอง,7.89057636,98.29814911,PEA,"
            98.29814911,7.89057636,0
          "
เชียงใหม่,Power: 25 kW<br>Description: ถ. เชียงใหม่-ลำพูน ตำบลวัดเกต อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 PEA VOLTA เชียงใหม่<br>Latitude: 18.77384377<br>Longitude: 99.00720978<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ถ. เชียงใหม่-ลำพูน ตำบลวัดเกต อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 PEA VOLTA เชียงใหม่,18.77384377,99.00720978,PEA,"
            99.00720978,18.77384377,0
          "
แม่แตง,Power: 25 kW<br>Description: 162 ตำบล สันมหาพน อำเภอแม่แตง เชียงใหม่ 50150 PEA VOLTA แม่แตง<br>Latitude: 19.11118126<br>Longitude: 98.93791962<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,162 ตำบล สันมหาพน อำเภอแม่แตง เชียงใหม่ 50150 PEA VOLTA แม่แตง,19.11118126,98.93791962,PEA,"
            98.93791962,19.11118126,0
          "
คาลเท็กซ์ สบปราบ,"Power: 120 kW<br>Description: 167 หมู่ที่ 15 ถนนพหลโยธิน ตำบลสบปราบ อำเภอสบปราบ, ลำปาง, 52170 PEA VOLTA คาลเท็กซ์ สบปราบ<br>Latitude: 17.90705681<br>Longitude: 99.34196472<br>Provider: PEA",#icon-1899-DB4436-labelson,120 kW,"167 หมู่ที่ 15 ถนนพหลโยธิน ตำบลสบปราบ อำเภอสบปราบ, ลำปาง, 52170 PEA VOLTA คาลเท็กซ์ สบปราบ",17.90705681,99.34196472,PEA,"
            99.34196472,17.90705681,0
          "
เขาค้อ,Power: 120 kW<br>Description: 173 หมู่1 ตำบล เขาค้อ อำเภอเขาค้อ เพชรบูรณ์ 67270 PEA VOLTA เขาค้อ<br>Latitude: 16.63161469<br>Longitude: 100.99673462<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,173 หมู่1 ตำบล เขาค้อ อำเภอเขาค้อ เพชรบูรณ์ 67270 PEA VOLTA เขาค้อ,16.63161469,100.99673462,PEA,"
            100.99673462,16.63161469,0
          "
เชียงราย,Power: 25 kW<br>Description: ถนน ราชเดชดำรงค์ ตำบล รอบเวียง อำเภอเมืองเชียงราย เชียงราย 57000 PEA VOLTA เชียงราย<br>Latitude: 19.91152382<br>Longitude: 99.82334137<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ถนน ราชเดชดำรงค์ ตำบล รอบเวียง อำเภอเมืองเชียงราย เชียงราย 57000 PEA VOLTA เชียงราย,19.91152382,99.82334137,PEA,"
            99.82334137,19.91152382,0
          "
แจ่มฟ้า เมืองลำพูน,Power: 120 kW<br>Description: ตำบล เวียงยอง อำเภอเมืองลำพูน ลำพูน 51000 PEA VOLTA แจ่มฟ้า เมืองลำพูน<br>Latitude: 18.55843925<br>Longitude: 99.03946686<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบล เวียงยอง อำเภอเมืองลำพูน ลำพูน 51000 PEA VOLTA แจ่มฟ้า เมืองลำพูน,18.55843925,99.03946686,PEA,"
            99.03946686,18.55843925,0
          "
เกาะลันตา,Power: 25 kW<br>Description: ม.2 ต.เกาะลันตาใหญ่ อำเภอเกาะลันตา กระบี่ PEA VOLTA เกาะลันตา<br>Latitude: 7.52970982<br>Longitude: 99.09133148<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ม.2 ต.เกาะลันตาใหญ่ อำเภอเกาะลันตา กระบี่ PEA VOLTA เกาะลันตา,7.52970982,99.09133148,PEA,"
            99.09133148,7.52970982,0
          "
แม่จัน,Power: 25 kW<br>Description:  PEA VOLTA แม่จัน<br>Latitude: 20.13821793<br>Longitude: 99.84252930<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW, PEA VOLTA แม่จัน,20.13821793,99.84252930,PEA,"
            99.8425293,20.13821793,0
          "
บางจาก หางดง,Power: 120 kW<br>Description: 110 ต.หนองควาย อ.หางดง จ. เชียงใหม่ 50230 PEA VOLTA บางจาก หางดง<br>Latitude: 18.71303177<br>Longitude: 98.92556763<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,110 ต.หนองควาย อ.หางดง จ. เชียงใหม่ 50230 PEA VOLTA บางจาก หางดง,18.71303177,98.92556763,PEA,"
            98.92556763,18.71303177,0
          "
บางจาก กุมภวาปี,Power: 120 kW<br>Description: 299 หมู่1 อำเภอกุมภวาปี อุดรธานี 41110 PEA VOLTA บางจาก กุมภวาปี<br>Latitude: 17.11879158<br>Longitude: 102.98889923<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,299 หมู่1 อำเภอกุมภวาปี อุดรธานี 41110 PEA VOLTA บางจาก กุมภวาปี,17.11879158,102.98889923,PEA,"
            102.98889923,17.11879158,0
          "
คาลเท็กซ์ แม่แตง,Power: 120 kW<br>Description: 1095  ต.สบเปิง อ.แม่แตง จ.เชียงใหม่ PEA VOLTA คาลเท็กซ์ แม่แตง<br>Latitude: 19.09432793<br>Longitude: 98.85349274<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,1095  ต.สบเปิง อ.แม่แตง จ.เชียงใหม่ PEA VOLTA คาลเท็กซ์ แม่แตง,19.09432793,98.85349274,PEA,"
            98.85349274,19.09432793,0
          "
คาลเท็กซ์ เวียงป่าเป้า,Power: 120 kW<br>Description: 179 ตำบล ป่างิ้ว อำเภอเวียงป่าเป้า เชียงราย 57170 PEA VOLTA คาลเท็กซ์ เวียงป่าเป้า<br>Latitude: 19.27036285<br>Longitude: 99.51170349<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,179 ตำบล ป่างิ้ว อำเภอเวียงป่าเป้า เชียงราย 57170 PEA VOLTA คาลเท็กซ์ เวียงป่าเป้า,19.27036285,99.51170349,PEA,"
            99.51170349,19.27036285,0
          "
บางจาก หนองจิก,Power: 120 kW<br>Description: 200/1 หมู่ 8 ถนนสายเอเซีย (ปัตตานี-หาดใหญ่) ตำบลบ่อทอง จังหวัดปัตตานี 94170 PEA VOLTA บางจาก หนองจิก<br>Latitude: 6.80325985<br>Longitude: 101.14037323<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,200/1 หมู่ 8 ถนนสายเอเซีย (ปัตตานี-หาดใหญ่) ตำบลบ่อทอง จังหวัดปัตตานี 94170 PEA VOLTA บางจาก หนองจิก,6.80325985,101.14037323,PEA,"
            101.14037323,6.80325985,0
          "
บางจาก เมืองหนองคาย (โพธิ์ชัย),"Power: 120 kW<br>Description: หมู่ที่9, 778, ตำบล โพธิ์ชัย อำเภอเมืองหนองคาย หนองคาย 43000 PEA VOLTA บางจาก เมืองหนองคาย 2 (โพธิ์ชัย)<br>Latitude: 17.86168098<br>Longitude: 102.74945831<br>Provider: PEA",#icon-1899-DB4436-labelson,120 kW,"หมู่ที่9, 778, ตำบล โพธิ์ชัย อำเภอเมืองหนองคาย หนองคาย 43000 PEA VOLTA บางจาก เมืองหนองคาย 2 (โพธิ์ชัย)",17.86168098,102.74945831,PEA,"
            102.74945831,17.86168098,0
          "
เขตอุดรธานี,Power: 120 kW<br>Description: 123 หมู่ 5 ถนน ช้างเผือก ตำบล นาดี อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA เขตอุดรธานี<br>Latitude: 17.36808968<br>Longitude: 102.75982666<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,123 หมู่ 5 ถนน ช้างเผือก ตำบล นาดี อำเภอเมืองอุดรธานี อุดรธานี 41000 PEA VOLTA เขตอุดรธานี,17.36808968,102.75982666,PEA,"
            102.75982666,17.36808968,0
          "
แอนดาซ พัทยา จอมเทียน บีซ,Power: 40 kW<br>Description: 345 หมู่ 3 ต.นาจอมเทียน อ.สัตหีบ จ.จังหวัดชลบุรี 20250 ประเทศไทย แอนดาซ พัทยา จอมเทียน บีซ (เครือข่าย PEA VOLTA) #1<br>Latitude: 12.79167747<br>Longitude: 100.91093445<br>Provider: PEA,#icon-1899-DB4436-labelson,40 kW,345 หมู่ 3 ต.นาจอมเทียน อ.สัตหีบ จ.จังหวัดชลบุรี 20250 ประเทศไทย แอนดาซ พัทยา จอมเทียน บีซ (เครือข่าย PEA VOLTA) #1,12.79167747,100.91093445,PEA,"
            100.91093445,12.79167747,0
          "
ชีจรรย์ กอล์ฟ รีสอร์ท,Power: 40 kW<br>Description: เลขที่ 108/18 หมู่ 6 ตำบลนาจอมเทียน อำเภอสัตหีบ จังหวัดชลบุรี 20250 ชีจรรย์ กอล์ฟ รีสอร์ท (เครือข่าย PEA VOLTA) #1<br>Latitude: 12.77104568<br>Longitude: 100.96531677<br>Provider: PEA,#icon-1899-DB4436-labelson,40 kW,เลขที่ 108/18 หมู่ 6 ตำบลนาจอมเทียน อำเภอสัตหีบ จังหวัดชลบุรี 20250 ชีจรรย์ กอล์ฟ รีสอร์ท (เครือข่าย PEA VOLTA) #1,12.77104568,100.96531677,PEA,"
            100.96531677,12.77104568,0
          "
ร้องกวาง,Power: 25 kW<br>Description: ตำบล ร้องเข็ม อำเภอ ร้องกวาง แพร่ 54140 PEA VOLTA ร้องกวาง<br>Latitude: 18.31223488<br>Longitude: 100.29913330<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ร้องเข็ม อำเภอ ร้องกวาง แพร่ 54140 PEA VOLTA ร้องกวาง,18.31223488,100.29913330,PEA,"
            100.2991333,18.31223488,0
          "
สวรรคโลก,Power: 25 kW<br>Description: 1180 ตำบล ในเมือง อำเภอ สวรรคโลก สุโขทัย 64110 PEA VOLTA สวรรคโลก<br>Latitude: 17.34454918<br>Longitude: 99.87569427<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,1180 ตำบล ในเมือง อำเภอ สวรรคโลก สุโขทัย 64110 PEA VOLTA สวรรคโลก,17.34454918,99.87569427,PEA,"
            99.87569427,17.34454918,0
          "
บางจาก เมืองขอนแก่น (หน้า มข.),Power: 120 kW<br>Description: ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA บางจาก เมืองขอนแก่น (หน้า มข.)<br>Latitude: 16.46076202<br>Longitude: 102.83218384<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000 PEA VOLTA บางจาก เมืองขอนแก่น (หน้า มข.),16.46076202,102.83218384,PEA,"
            102.83218384,16.46076202,0
          "
ปาย,Power: 120 kW<br>Description: 334 ม.8 ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130 PEA VOLTA ปาย<br>Latitude: 19.36255455<br>Longitude: 98.42513275<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,334 ม.8 ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน 58130 PEA VOLTA ปาย,19.36255455,98.42513275,PEA,"
            98.42513275,19.36255455,0
          "
ทุ่งเสลี่ยม,Power: 25 kW<br>Description:  PEA VOLTA ทุ่งเสลี่ยม<br>Latitude: 17.32690430<br>Longitude: 99.52598572<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW, PEA VOLTA ทุ่งเสลี่ยม,17.32690430,99.52598572,PEA,"
            99.52598572,17.3269043,0
          "
ถลาง,Power: 25 kW<br>Description: 12/29 ถ. เทพกระษัตรี ตำบล ศรีสุนทร อำเภอถลาง ภูเก็ต 83110 PEA VOLTA ถลาง<br>Latitude: 7.99268913<br>Longitude: 98.35411835<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,12/29 ถ. เทพกระษัตรี ตำบล ศรีสุนทร อำเภอถลาง ภูเก็ต 83110 PEA VOLTA ถลาง,7.99268913,98.35411835,PEA,"
            98.35411835,7.99268913,0
          "
ภูเก็ต,Power: 25 kW<br>Description: ถ.พังงา ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต PEA VOLTA ภูเก็ต<br>Latitude: 7.88406181<br>Longitude: 98.39764404<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ถ.พังงา ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต PEA VOLTA ภูเก็ต,7.88406181,98.39764404,PEA,"
            98.39764404,7.88406181,0
          "
กำแพงเพชร,Power: 25 kW<br>Description: ตำบล ในเมือง อำเภอเมืองกำแพงเพชร กำแพงเพชร 62000 PEA VOLTA กำแพงเพชร<br>Latitude: 16.48969650<br>Longitude: 99.51087952<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ในเมือง อำเภอเมืองกำแพงเพชร กำแพงเพชร 62000 PEA VOLTA กำแพงเพชร,16.48969650,99.51087952,PEA,"
            99.51087952,16.4896965,0
          "
ลาดยาว,Power: 25 kW<br>Description: 1072 ตำบล ลาดยาว อำเภอลาดยาว นครสวรรค์ 60150 PEA VOLTA ลาดยาว<br>Latitude: 15.75485039<br>Longitude: 99.77091217<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,1072 ตำบล ลาดยาว อำเภอลาดยาว นครสวรรค์ 60150 PEA VOLTA ลาดยาว,15.75485039,99.77091217,PEA,"
            99.77091217,15.75485039,0
          "
สุไหงโก-ลก,"Power: 120 kW<br>Description: 831, ถนนประชาวิวัฒน์, ตำบลสุไหงโก-ลก อำเภอสุไหงโก-ลก จังหวัดนราธิวาส PEA VOLTA สุไหงโก-ลก<br>Latitude: 6.02049112<br>Longitude: 101.94438934<br>Provider: PEA",#icon-1899-DB4436-labelson,120 kW,"831, ถนนประชาวิวัฒน์, ตำบลสุไหงโก-ลก อำเภอสุไหงโก-ลก จังหวัดนราธิวาส PEA VOLTA สุไหงโก-ลก",6.02049112,101.94438934,PEA,"
            101.94438934,6.02049112,0
          "
สิชล,Power: 25 kW<br>Description: ตำบล ทุ่งปรัง อำเภอ สิชล นครศรีธรรมราช 80120 PEA VOLTA สิชล<br>Latitude: 8.97097492<br>Longitude: 99.89410400<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ทุ่งปรัง อำเภอ สิชล นครศรีธรรมราช 80120 PEA VOLTA สิชล,8.97097492,99.89410400,PEA,"
            99.894104,8.97097492,0
          "
คาลเท็กซ์ เทิง,Power: 120 kW<br>Description: 216 ตำบล เวียง อำเภอ เทิง เชียงราย 57160 PEA VOLTA คาลเท็กซ์ เทิง<br>Latitude: 19.69166946<br>Longitude: 100.16025543<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,216 ตำบล เวียง อำเภอ เทิง เชียงราย 57160 PEA VOLTA คาลเท็กซ์ เทิง,19.69166946,100.16025543,PEA,"
            100.16025543,19.69166946,0
          "
นครสวรรค์,Power: 25 kW<br>Description: ตำบลปากน้ำโพ อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000 PEA VOLTA นครสวรรค์<br>Latitude: 15.70951939<br>Longitude: 100.11528015<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบลปากน้ำโพ อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000 PEA VOLTA นครสวรรค์,15.70951939,100.11528015,PEA,"
            100.11528015,15.70951939,0
          "
ปากพนัง,Power: 25 kW<br>Description: ตำบล ปากพนัง อำเภอ ปากพนัง นครศรีธรรมราช 80140 PEA VOLTA ปากพนัง<br>Latitude: 8.33770275<br>Longitude: 100.20203400<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ปากพนัง อำเภอ ปากพนัง นครศรีธรรมราช 80140 PEA VOLTA ปากพนัง,8.33770275,100.20203400,PEA,"
            100.202034,8.33770275,0
          "
โรงพยาบาลพริ้นซ์ ศรีสะเกษ,Power: 120 kW<br>Description: ตำบล หญ้าปล้อง อำเภอเมืองศรีสะเกษ ศรีสะเกษ 33000 PEA VOLTA โรงพยาบาลพริ้นซ์ ศรีสะเกษ<br>Latitude: 15.12257767<br>Longitude: 104.30356598<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบล หญ้าปล้อง อำเภอเมืองศรีสะเกษ ศรีสะเกษ 33000 PEA VOLTA โรงพยาบาลพริ้นซ์ ศรีสะเกษ,15.12257767,104.30356598,PEA,"
            104.30356598,15.12257767,0
          "
โรงแรมริเวอร์ทรีรีสอร์ท เชียงคาน,"Power: 120 kW<br>Description: Chiangkhan-Talee, ตำบล เชียงคาน อำเภอ เชียงคาน เลย PEA VOLTA โรงแรมริเวอร์ทรีรีสอร์ท เชียงคาน<br>Latitude: 17.89175415<br>Longitude: 101.64338684<br>Provider: PEA",#icon-1899-DB4436-labelson,120 kW,"Chiangkhan-Talee, ตำบล เชียงคาน อำเภอ เชียงคาน เลย PEA VOLTA โรงแรมริเวอร์ทรีรีสอร์ท เชียงคาน",17.89175415,101.64338684,PEA,"
            101.64338684,17.89175415,0
          "
หนองบัว,Power: 25 kW<br>Description: ตำบล หนองกลับ อำเภอ หนองบัว นครสวรรค์ 60110 PEA VOLTA หนองบัว<br>Latitude: 15.86330128<br>Longitude: 100.62041473<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล หนองกลับ อำเภอ หนองบัว นครสวรรค์ 60110 PEA VOLTA หนองบัว,15.86330128,100.62041473,PEA,"
            100.62041473,15.86330128,0
          "
ทุ่งสง,Power: 25 kW<br>Description: ตำบล ชะมาย อำเภอทุ่งสง นครศรีธรรมราช PEA VOLTA ทุ่งสง<br>Latitude: 8.13296700<br>Longitude: 99.67276001<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ชะมาย อำเภอทุ่งสง นครศรีธรรมราช PEA VOLTA ทุ่งสง,8.13296700,99.67276001,PEA,"
            99.67276001,8.132967,0
          "
คาลเท็กซ์ ชะอวด,Power: 120 kW<br>Description: 28/2 หมู่ที่ 1 ต.เขาพระทอง อ.ชะอวด จ.นครศรีธรรมราช PEA VOLTA คาลเท็กซ์ ชะอวด<br>Latitude: 7.96088219<br>Longitude: 99.91290283<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,28/2 หมู่ที่ 1 ต.เขาพระทอง อ.ชะอวด จ.นครศรีธรรมราช PEA VOLTA คาลเท็กซ์ ชะอวด,7.96088219,99.91290283,PEA,"
            99.91290283,7.96088219,0
          "
บางจาก เมืองอุบลราชธานี (ขามใหญ่),Power: 120 kW<br>Description: 234 ม.26 ต ตำบล ขามใหญ่ อ.เมือง อุบลราชธานี 34000 PEA VOLTA บางจาก เมืองอุบลราชธานี 3 (ขามใหญ่)<br>Latitude: 15.29936886<br>Longitude: 104.83710480<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,234 ม.26 ต ตำบล ขามใหญ่ อ.เมือง อุบลราชธานี 34000 PEA VOLTA บางจาก เมืองอุบลราชธานี 3 (ขามใหญ่),15.29936886,104.83710480,PEA,"
            104.8371048,15.29936886,0
          "
เขตนครศรีธรรมราช,Power: 120 kW<br>Description: 167 ถนนสายเอเซีย ตำบลนาสาร อำเภอพระพรหม จังหวัดนครศรีธรรมราช PEA VOLTA เขตนครศรีธรรมราช<br>Latitude: 8.35619545<br>Longitude: 99.91693115<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,167 ถนนสายเอเซีย ตำบลนาสาร อำเภอพระพรหม จังหวัดนครศรีธรรมราช PEA VOLTA เขตนครศรีธรรมราช,8.35619545,99.91693115,PEA,"
            99.91693115,8.35619545,0
          "
อู่เชิดชัย เมืองนครราชสีมา,Power: 300 kW<br>Description: 1069 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000 PEA VOLTA อู่เชิดชัย เมืองนครราชสีมา<br>Latitude: 14.96187401<br>Longitude: 102.06191254<br>Provider: PEA,#icon-1899-DB4436-labelson,300 kW,1069 ถนนมิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา 30000 PEA VOLTA อู่เชิดชัย เมืองนครราชสีมา,14.96187401,102.06191254,PEA,"
            102.06191254,14.96187401,0
          "
บางจาก เมืองนครศรีธรรมราช (นาทราย),Power: 120 kW<br>Description: ตำบล ท่างิ้ว อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80280 PEA VOLTA บางจาก เมืองนครศรีธรรมราช 2 (นาทราย)<br>Latitude: 8.48398018<br>Longitude: 99.92530823<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,ตำบล ท่างิ้ว อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80280 PEA VOLTA บางจาก เมืองนครศรีธรรมราช 2 (นาทราย),8.48398018,99.92530823,PEA,"
            99.92530823,8.48398018,0
          "
คาลเท็กซ์ เมืองนครศรีธรรมราช,"Power: 120 kW<br>Description: 154/2 หมู่ 1 ตำบลท่างิ้ว อำเภอเมืองนครศรีธรรมราช, นครศรีธรรมราช, 80280 PEA VOLTA คาลเท็กซ์ เมืองนครศรีธรรมราช<br>Latitude: 8.48549271<br>Longitude: 99.92604828<br>Provider: PEA",#icon-1899-DB4436-labelson,120 kW,"154/2 หมู่ 1 ตำบลท่างิ้ว อำเภอเมืองนครศรีธรรมราช, นครศรีธรรมราช, 80280 PEA VOLTA คาลเท็กซ์ เมืองนครศรีธรรมราช",8.48549271,99.92604828,PEA,"
            99.92604828,8.48549271,0
          "
คาลเท็กซ์ นาแก,Power: 120 kW<br>Description: 550 หมู่ 4 ตำบล นาแก อำเภอ นาแก นครพนม 48130 PEA VOLTA คาลเท็กซ์ นาแก<br>Latitude: 16.95018005<br>Longitude: 104.50267029<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,550 หมู่ 4 ตำบล นาแก อำเภอ นาแก นครพนม 48130 PEA VOLTA คาลเท็กซ์ นาแก,16.95018005,104.50267029,PEA,"
            104.50267029,16.95018005,0
          "
บางจาก หาดใหญ่ (คอหงส์),Power: 120 kW<br>Description: 497/19 ถนนนวลแก้วอุทิศ ตำบลคอหงส์ อำเภอหาดใหญ่ จ.สงขลา 90110 PEA VOLTA บางจาก หาดใหญ่ 2 (คอหงส์)<br>Latitude: 7.02998543<br>Longitude: 100.49954224<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,497/19 ถนนนวลแก้วอุทิศ ตำบลคอหงส์ อำเภอหาดใหญ่ จ.สงขลา 90110 PEA VOLTA บางจาก หาดใหญ่ 2 (คอหงส์),7.02998543,100.49954224,PEA,"
            100.49954224,7.02998543,0
          "
บางจาก วิหารแดง,Power: 120 kW<br>Description: 95 ม.4 ถ. สุวรรณศร ต.บ้านลำ อำเภอวิหารแดง สระบุรี 18150 PEA VOLTA บางจาก วิหารแดง<br>Latitude: 14.37963867<br>Longitude: 100.95669556<br>Provider: PEA,#icon-1899-DB4436-labelson,120 kW,95 ม.4 ถ. สุวรรณศร ต.บ้านลำ อำเภอวิหารแดง สระบุรี 18150 PEA VOLTA บางจาก วิหารแดง,14.37963867,100.95669556,PEA,"
            100.95669556,14.37963867,0
          "
