Name,Description,styleUrl,Hours,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
บี ออโต้เฮาส์ (ถ.วิภาวดีรังสิต),"Hours: Closed<br>Power: 90 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: 90 kW, 200A, CLOSED<br>Parking<br>Address: จอมพล, จตุจักร, กรุงเทพมหานคร<br>Latitude: 13.807589<br>Longitude: 100.560448<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,90 kW,"Type2: 22 kW, CLOSED
CCS2: 90 kW, 200A, CLOSED
Parking","จอมพล, จตุจักร, กรุงเทพมหานคร",13.807589,100.560448,EA,"
            100.560448,13.807589,0
          "
เมืองไทยประกันภัย จำกัด,"Hours: Closed<br>Power: 102 kW<br>Description: CCS2: 102 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: ห้วยขวาง, ห้วยขวาง, กรุงเทพมหานคร<br>Latitude: 13.785694<br>Longitude: 100.57506<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,102 kW,"CCS2: 102 kW, 200A, CLOSED
Type2: CLOSED
Parking","ห้วยขวาง, ห้วยขวาง, กรุงเทพมหานคร",13.785694,100.57506,EA,"
            100.57506,13.785694,0
          "
เอควา เรสซิเดนซ์ สุขุมวิท 49,"Hours: 24 Hr<br>Power: 75 kW<br>Description: CCS2: 75 kW<br>Type2: CLOSED<br>Parking<br>Address: คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร<br>Latitude: 13.727257<br>Longitude: 100.575307<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"CCS2: 75 kW
Type2: CLOSED
Parking","คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",13.727257,100.575307,EA,"
            100.575307,13.727257,0
          "
มหาวิทยาลัยราชพฤกษ์,"Hours: Peak<br>Power: 90 kW<br>Description: Type1: 22 kW<br>Type2: 22 kW<br>CCS2: 2x 90 kW, 200A<br>parking <br>Address: บางขนุน, บางกรวย, นนทบุรี<br>Latitude: 13.82362<br>Longitude: 100.459832<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type1: 22 kW
Type2: 22 kW
CCS2: 2x 90 kW, 200A
parking ","บางขนุน, บางกรวย, นนทบุรี",13.82362,100.459832,EA,"
            100.459832,13.82362,0
          "
วินนิ่งเซเว่น ฟุตบอล คลับ สาย 1,"Hours: Off-peak<br>Power: 110 kW<br>Description: CCS2: 110 kW, 200A, CLOSED<br>Type2: 22 kW, CLOSED<br>Parking<br>Address: บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร<br>Latitude: 13.758716<br>Longitude: 100.419926<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,110 kW,"CCS2: 110 kW, 200A, CLOSED
Type2: 22 kW, CLOSED
Parking","บางระมาด, ตลิ่งชัน, กรุงเทพมหานคร",13.758716,100.419926,EA,"
            100.419926,13.758716,0
          "
E-BUS ตลิ่งชัน-บรมฯ (Station 1),"Hours: 24 Hr<br>Power: 180 kW<br>Description: CCS2: 3x 180 kW, 200A<br>Parking<br>Address: ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร<br>Latitude: 13.790353<br>Longitude: 100.425618<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,180 kW,"CCS2: 3x 180 kW, 200A
Parking","ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร",13.790353,100.425618,EA,"
            100.425618,13.790353,0
          "
E-BUS ตลิ่งชัน-บรมฯ (Station 2),"Hours: 24 Hr<br>Power: 300 kW<br>Description: CCS2: 4x 300 kW, 200A<br>Parking<br>Address: ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร<br>Latitude: 13.790321<br>Longitude: 100.425321<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,300 kW,"CCS2: 4x 300 kW, 200A
Parking","ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร",13.790321,100.425321,EA,"
            100.425321,13.790321,0
          "
E-BUS ตลิ่งชัน-บรมฯ (Station 3),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 2x 150 kW, 200A<br>Parking<br>Address: ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร<br>Latitude: 13.790394<br>Longitude: 100.424957<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 2x 150 kW, 200A
Parking","ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร",13.790394,100.424957,EA,"
            100.424957,13.790394,0
          "
E-BUS ตลิ่งชัน-บรมฯ (Station 4),"Hours: 24 Hr<br>Power: 180 kW<br>Description: CCS2: 7x 180 kW, 200A<br>Parking<br>Address: ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร<br>Latitude: 13.790217<br>Longitude: 100.424742<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,180 kW,"CCS2: 7x 180 kW, 200A
Parking","ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร",13.790217,100.424742,EA,"
            100.424742,13.790217,0
          "
E-BUS ตลิ่งชัน-บรมฯ (Station 5),"Hours: Closed<br>Power: 180 kW<br>Description: CCS2: 180 kW, 200A, CLOSED<br>Parking<br>Address: ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร<br>Latitude: 13.790074<br>Longitude: 100.424342<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,180 kW,"CCS2: 180 kW, 200A, CLOSED
Parking","ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร",13.790074,100.424342,EA,"
            100.424342,13.790074,0
          "
The Walk สาขาราชพฤกษ์,"Hours: Peak<br>Power: 90 kW<br>Description: Type2: 3x 11 kW<br>CCS2: 2x 90 kW, 200A<br>parking index<br>Address: บางคูเวียง, บางกรวย, นนทบุรี<br>Latitude: 13.821103<br>Longitude: 100.449197<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type2: 3x 11 kW
CCS2: 2x 90 kW, 200A
parking index","บางคูเวียง, บางกรวย, นนทบุรี",13.821103,100.449197,EA,"
            100.449197,13.821103,0
          "
เอสโซ่ เพชรเกษม 39,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางหว้า, ภาษีเจริญ, กรุงเทพมหานคร<br>Latitude: 13.712268<br>Longitude: 100.42978<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","บางหว้า, ภาษีเจริญ, กรุงเทพมหานคร",13.712268,100.42978,EA,"
            100.42978,13.712268,0
          "
E-BUS เคหะธนบุรี (Station2),"Hours: 24 Hr<br>Power: 360 kW<br>Description: CCS2: 4x 360 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.799653<br>Longitude: 100.575214<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,360 kW,"CCS2: 4x 360 kW, 200A
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.799653,100.575214,EA,"
            100.575214,13.799653,0
          "
พลังงานมหานคร,"Hours: Closed<br>Power: 22 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: CLOSED<br>Type1: 7 kW, CLOSED<br>Energy Mahanakhon<br>Address: สามเสนนอก, ห้วยขวาง, กรุงเทพมหานคร<br>Latitude: 13.799602<br>Longitude: 100.575281<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,22 kW,"Type2: 22 kW, CLOSED
CCS2: CLOSED
Type1: 7 kW, CLOSED
Energy Mahanakhon","สามเสนนอก, ห้วยขวาง, กรุงเทพมหานคร",13.799602,100.575281,EA,"
            100.575281,13.799602,0
          "
บิ๊กซี-Extra ลาดพร้าว 2,"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 59 kW<br>Type2: CLOSED<br>Parking<br>Address: จอมพล, จตุจักร, กรุงเทพมหานคร<br>Latitude: 13.810139<br>Longitude: 100.569298<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,58 kW,"CCS2: 59 kW
Type2: CLOSED
Parking","จอมพล, จตุจักร, กรุงเทพมหานคร",13.810139,100.569298,EA,"
            100.569298,13.810139,0
          "
เราะห์ มาห์ มอลล์,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: สามเสนนอก, ห้วยขวาง, กรุงเทพมหานคร<br>Latitude: 13.769676<br>Longitude: 100.590188<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking","สามเสนนอก, ห้วยขวาง, กรุงเทพมหานคร",13.769676,100.590188,EA,"
            100.590188,13.769676,0
          "
7-11 ประชาราษฎร์ 16/1,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ตลาดขวัญ, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.844058<br>Longitude: 100.501694<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","ตลาดขวัญ, เมืองนนทบุรี, นนทบุรี",13.844058,100.501694,EA,"
            100.501694,13.844058,0
          "
Mattani (เอกมัย22),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>parking<br>Address: คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร<br>Latitude: 13.734521<br>Longitude: 100.590171<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
parking","คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",13.734521,100.590171,EA,"
            100.590171,13.734521,0
          "
คอนโดโอเรียลเต็ล ทาวเวอร์ (เอกมัยซอย12),"Hours: 24 Hr<br>Power: 135 kW<br>Description: CCS2: 135 kW, 200A, CLOSED<br>Type2: 22 kW<br>Parking<br>Address: คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร<br>Latitude: 13.730031<br>Longitude: 100.588835<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,135 kW,"CCS2: 135 kW, 200A, CLOSED
Type2: 22 kW
Parking","คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",13.730031,100.588835,EA,"
            100.588835,13.730031,0
          "
ซัสโก้ สาขายานนาวา,"Hours: 24 Hr<br>Power: 58 kW<br>Description: Type2: 22 kW<br>CCS2: 59 kW<br>PARKING<br>Address: ช่องนนทรี, ยานนาวา, กรุงเทพมหานคร<br>Latitude: 13.679603<br>Longitude: 100.547685<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,58 kW,"Type2: 22 kW
CCS2: 59 kW
PARKING","ช่องนนทรี, ยานนาวา, กรุงเทพมหานคร",13.679603,100.547685,EA,"
            100.547685,13.679603,0
          "
ซัสโก้ สาขา เพชรเกษม (บางแค2),"Hours: 24 Hr<br>Power: 110 kW<br>Description: CCS2: 2x 110 kW, 200A<br>Type2: 22 kW<br>Parking in of Susco<br>Address: บางแคเหนือ, บางแค, กรุงเทพมหานคร<br>Latitude: 13.712083<br>Longitude: 100.42033<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"CCS2: 2x 110 kW, 200A
Type2: 22 kW
Parking in of Susco","บางแคเหนือ, บางแค, กรุงเทพมหานคร",13.712083,100.42033,EA,"
            100.42033,13.712083,0
          "
โรงแรมบ้านสวนรัชดาเรสซิเด้นท์ ซ.ลาดพร้าว64,"Hours: 24 Hr<br>Power: 90 kW<br>Description: Type2: 2x 22 kW<br>CCS2: 2x 90 kW, 200A<br>parking<br>Address: วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร<br>Latitude: 13.788803<br>Longitude: 100.590917<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,90 kW,"Type2: 2x 22 kW
CCS2: 2x 90 kW, 200A
parking","วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร",13.788803,100.590917,EA,"
            100.590917,13.788803,0
          "
The Paseo Park (สาขากาญจนาภิเษก) ST. 2 (ลานจอดด้านหลัง),"Hours: Peak<br>Power: 97 kW<br>Description: Type1: CLOSED<br>Type2: 22 kW<br>CCS2: 2x 97 kW, 200A<br>Parking Area<br>Address: ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร<br>Latitude: 13.767229<br>Longitude: 100.405767<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,97 kW,"Type1: CLOSED
Type2: 22 kW
CCS2: 2x 97 kW, 200A
Parking Area","ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",13.767229,100.405767,EA,"
            100.405767,13.767229,0
          "
อีบัส วงเวียนพระประแดง สเตชั่น 1,"Hours: 24 Hr<br>Power: 300 kW<br>Description: CCS2: 3x 300 kW, 200A<br>Parking<br>Address: ราษฎร์บูรณะ, ราษฎร์บูรณะ, กรุงเทพมหานคร<br>Latitude: 13.663413<br>Longitude: 100.515179<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,300 kW,"CCS2: 3x 300 kW, 200A
Parking","ราษฎร์บูรณะ, ราษฎร์บูรณะ, กรุงเทพมหานคร",13.663413,100.515179,EA,"
            100.515179,13.663413,0
          "
อีบัส วงเวียนพระประแดง สเตชั่น 2,"Hours: 24 Hr<br>Power: 152 kW<br>Description: CCS2: 3x 152 kW, 200A<br>parking<br>Address: บางพึ่ง, พระประแดง, สมุทรปราการ<br>Latitude: 13.66335<br>Longitude: 100.515316<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,152 kW,"CCS2: 3x 152 kW, 200A
parking","บางพึ่ง, พระประแดง, สมุทรปราการ",13.66335,100.515316,EA,"
            100.515316,13.66335,0
          "
อีบัส วงเวียนพระประแดง สเตชั่น 3,"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 2x 150 kW, 200A<br>Parking<br>Address: บางพึ่ง, พระประแดง, สมุทรปราการ<br>Latitude: 13.663155<br>Longitude: 100.515126<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 2x 150 kW, 200A
Parking","บางพึ่ง, พระประแดง, สมุทรปราการ",13.663155,100.515126,EA,"
            100.515126,13.663155,0
          "
The Paseo Park (สาขากาญจนาภิเษก) ST.3,"Hours: Peak<br>Power: 90 kW<br>Description: Type1: 5 kW, CLOSED<br>Type2: 11 kW<br>CCS2: 2x 90 kW, 200A<br>Parking<br>Address: ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร<br>Latitude: 13.765287<br>Longitude: 100.405394<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type1: 5 kW, CLOSED
Type2: 11 kW
CCS2: 2x 90 kW, 200A
Parking","ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",13.765287,100.405394,EA,"
            100.405394,13.765287,0
          "
MG พระนคร (กาญจนาภิเษก),"Hours: Off-peak<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางไผ่, บางแค, กรุงเทพมหานคร<br>Latitude: 13.737121<br>Longitude: 100.406239<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking","บางไผ่, บางแค, กรุงเทพมหานคร",13.737121,100.406239,EA,"
            100.406239,13.737121,0
          "
ซัสโก้ กาญจนาภิเษก,"Hours: 24 Hr<br>Power: 22 kW<br>Description: Type2: 22 kW<br>CCS2: CLOSED<br>Parking<br>Address: บางแม่นาง, บางใหญ่, นนทบุรี<br>Latitude: 13.732931<br>Longitude: 100.406431<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,22 kW,"Type2: 22 kW
CCS2: CLOSED
Parking","บางแม่นาง, บางใหญ่, นนทบุรี",13.732931,100.406431,EA,"
            100.406431,13.732931,0
          "
