Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Hours,Dealership,Address,Latitude,Longitude,Provider,Coordinates
7-11 ทานสัมฤทธิ์,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ท่าทราย, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.871941<br>Longitude: 100.52849<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"ท่าทราย, เมืองนนทบุรี, นนทบุรี",13.871941,100.52849,EA,"
            100.52849,13.871941,0
          "
A.C.T สาขา Cockpit ลาดพร้าวซอย 122,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร<br>Latitude: 13.777934<br>Longitude: 100.623521<br>Provider: EA",#icon-1899-DB4436-labelson,,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking",Closed,,"วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร",13.777934,100.623521,EA,"
            100.623521,13.777934,0
          "
7-11 ท่าข้าม 11,"Hours: 24 Hr<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.64693<br>Longitude: 100.444103<br>Provider: EA",#icon-1899-DB4436-labelson,,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking",24 Hr,,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.64693,100.444103,EA,"
            100.444103,13.64693,0
          "
7-11 พัฒนาการ 38 กลางซอย,"Hours: 24 Hr<br>Power: 110 kW<br>Description: CCS2: 2x 110 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.731558<br>Longitude: 100.626596<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"CCS2: 2x 110 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.731558,100.626596,EA,"
            100.626596,13.731558,0
          "
ซัสโก้ สาขาเอกชัย,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 110 kW, 200A, CLOSED<br>-<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.66693<br>Longitude: 100.41336<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW
CCS2: 110 kW, 200A, CLOSED
-",24 Hr,,"บางบอน, บางบอน, กรุงเทพมหานคร",13.66693,100.41336,EA,"
            100.41336,13.66693,0
          "
สนามบินน้ำมาร์เก็ตพาร์ต,"Hours: 24 Hr<br>Power: 90 kW<br>Description: Type2: 2x 5 kW<br>CCS2: 2x 90 kW, 200A<br>Parking<br>Address: ท่าทราย, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.881065<br>Longitude: 100.496691<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"Type2: 2x 5 kW
CCS2: 2x 90 kW, 200A
Parking",24 Hr,,"ท่าทราย, เมืองนนทบุรี, นนทบุรี",13.881065,100.496691,EA,"
            100.496691,13.881065,0
          "
MG เซอร์วิส เซ็นเตอร์ อ่อนนุช,"Hours: Off-peak<br>Power: 30 kW<br>Description: CCS2: 30 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.708782<br>Longitude: 100.620698<br>Provider: EA",#icon-1899-DB4436-labelson,,30 kW,"CCS2: 30 kW, CLOSED
Type2: CLOSED
Parking",Off-peak,,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.708782,100.620698,EA,"
            100.620698,13.708782,0
          "
A.C.T สาขาบางบอน,"Hours: Peak<br>Power: 90 kW<br>Description: Type1: 22 kW, CLOSED<br>Type2: 5 kW, CLOSED<br>CCS2: 90 kW, 200A<br> Bridgestone A.C.T (Thailand) Co.,Ltd. Bangbon Branch<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.670545<br>Longitude: 100.406773<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"Type1: 22 kW, CLOSED
Type2: 5 kW, CLOSED
CCS2: 90 kW, 200A
 Bridgestone A.C.T (Thailand) Co.,Ltd. Bangbon Branch",Peak,,"บางบอน, บางบอน, กรุงเทพมหานคร",13.670545,100.406773,EA,"
            100.406773,13.670545,0
          "
โรงแรม วาบัวร์ แอสโซเทล ( ลาดพร้าว 130 ),"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 58 kW<br>Type2: CLOSED<br>Parking<br>Address: คลองจั่น, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.769092<br>Longitude: 100.631701<br>Provider: EA",#icon-1899-DB4436-labelson,,58 kW,"CCS2: 58 kW
Type2: CLOSED
Parking",24 Hr,,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",13.769092,100.631701,EA,"
            100.631701,13.769092,0
          "
เดอะคริสตัล เอกมัย-รามอินทรา,"Hours: Peak<br>Power: 22 kW<br>Description: CCS2: CLOSED<br>Type2: 2x 22 kW<br>Parking<br>Address: ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร<br>Latitude: 13.811493<br>Longitude: 100.619834<br>Provider: EA",#icon-1899-DB4436-labelson,,22 kW,"CCS2: CLOSED
Type2: 2x 22 kW
Parking",Peak,,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",13.811493,100.619834,EA,"
            100.619834,13.811493,0
          "
One One Food Avenue (ถนนซอยสามัคคี),"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 110 kW, 200A<br>Parking<br>Address: บางตลาด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.877647<br>Longitude: 100.549786<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW
CCS2: 110 kW, 200A
Parking",Peak,,"บางตลาด, ปากเกร็ด, นนทบุรี",13.877647,100.549786,EA,"
            100.549786,13.877647,0
          "
ซัสโก้ สาขา ประชาอุทิศ 1,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>PARKING<br>Address: ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.624978<br>Longitude: 100.50809<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
PARKING",24 Hr,,"ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",13.624978,100.50809,EA,"
            100.50809,13.624978,0
          "
บริษัท Eastern Group (ซอยโยธินพัฒนา 3 แยก2),"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking<br>Address: คลองจั่น, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.810944<br>Longitude: 100.625551<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking",Peak,,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",13.810944,100.625551,EA,"
            100.625551,13.810944,0
          "
E-BUS เคหะธนบุรี (Station1),"Hours: 24 Hr<br>Power: 360 kW<br>Description: CCS2: 6x 360 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.650271<br>Longitude: 100.418982<br>Provider: EA",#icon-1899-DB4436-labelson,,360 kW,"CCS2: 6x 360 kW, 200A
Parking",24 Hr,,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.650271,100.418982,EA,"
            100.418982,13.650271,0
          "
ซัสโก้ สาขาบางใหญ่,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking<br>Address: บางแม่นาง, บางใหญ่, นนทบุรี<br>Latitude: 13.857596<br>Longitude: 100.412083<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking",24 Hr,,"บางแม่นาง, บางใหญ่, นนทบุรี",13.857596,100.412083,EA,"
            100.412083,13.857596,0
          "
ตลาด สุขรุ่งเรือง มาร์เก็ต,"Hours: 24 Hr<br>Power: 75 kW<br>Description: Type2: 22 kW<br>CCS2: 75 kW, CLOSED<br>parking<br>Address: ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.621166<br>Longitude: 100.488735<br>Provider: EA",#icon-1899-DB4436-labelson,,75 kW,"Type2: 22 kW
CCS2: 75 kW, CLOSED
parking",24 Hr,,"ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",13.621166,100.488735,EA,"
            100.488735,13.621166,0
          "
Caltex ศรีนครินทร์,"Hours: Closed<br>Power: 117 kW<br>Description: CCS2: 117 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.73136<br>Longitude: 100.641021<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 117 kW, 200A, CLOSED
Type2: CLOSED
Parking",Closed,,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.73136,100.641021,EA,"
            100.641021,13.73136,0
          "
E-BUS NEX Express Bitec Bangna,"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 2x 150 kW, 200A<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.671002<br>Longitude: 100.613466<br>Provider: EA",#icon-1899-DB4436-labelson,,150 kW,"CCS2: 2x 150 kW, 200A
Parking",24 Hr,,"บางนา, บางนา, กรุงเทพมหานคร",13.671002,100.613466,EA,"
            100.613466,13.671002,0
          "
MG วีมิโอ (สาขา สวนหลวง),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.727505<br>Longitude: 100.641852<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.727505,100.641852,EA,"
            100.641852,13.727505,0
          "
MG กรุงไทย (กม.1),"Hours: Closed<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.671104<br>Longitude: 100.615361<br>Provider: EA",#icon-1899-DB4436-labelson,,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking",Closed,,"บางนา, บางนา, กรุงเทพมหานคร",13.671104,100.615361,EA,"
            100.615361,13.671104,0
          "
คาลเท็ลซ์ บางใหญ่,"Hours: Closed<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: เสาธงหิน, บางใหญ่, นนทบุรี<br>Latitude: 13.867307<br>Longitude: 100.410152<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 118 kW, 200A, CLOSED
Type2: CLOSED
Parking",Closed,,"เสาธงหิน, บางใหญ่, นนทบุรี",13.867307,100.410152,EA,"
            100.410152,13.867307,0
          "
เกตุวานิช อุตสาหกรรม,"Hours: Peak<br>Power: 90 kW<br>Description: Type2: 22 kW<br>Type1: 22 kW<br>CCS2: 2x 90 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.632981<br>Longitude: 100.427775<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"Type2: 22 kW
Type1: 22 kW
CCS2: 2x 90 kW, 200A
Parking",Peak,,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.632981,100.427775,EA,"
            100.427775,13.632981,0
          "
7-11 ลาซาล ซ.16,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.65849<br>Longitude: 100.6098<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"บางนา, บางนา, กรุงเทพมหานคร",13.65849,100.6098,EA,"
            100.6098,13.65849,0
          "
E-BUS แสมดำ (Station1),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 3x 150 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.625515<br>Longitude: 100.43807<br>Provider: EA",#icon-1899-DB4436-labelson,,150 kW,"CCS2: 3x 150 kW, 200A
Parking",24 Hr,,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.625515,100.43807,EA,"
            100.43807,13.625515,0
          "
E-BUS แสมดำ (Station2),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 7x 150 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.625094<br>Longitude: 100.437744<br>Provider: EA",#icon-1899-DB4436-labelson,,150 kW,"CCS2: 7x 150 kW, 200A
Parking",24 Hr,,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.625094,100.437744,EA,"
            100.437744,13.625094,0
          "
โชว์รูม อัศวยนต์ สาขานวมินทร์,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type1: 22 kW<br>CCS2: 110 kW, 200A, CLOSED<br>Type2: CLOSED<br>parking <br>Address: คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.818259<br>Longitude: 100.637113<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type1: 22 kW
CCS2: 110 kW, 200A, CLOSED
Type2: CLOSED
parking ",24 Hr,,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",13.818259,100.637113,EA,"
            100.637113,13.818259,0
          "
แฮปปี้ฮับ สปอร์ต แอนด์ รีครีเอชั่น (ถนนสุคนธสวัสดิ์),"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 59 kW<br>Type2: CLOSED<br>Parkong<br>Address: ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร<br>Latitude: 13.835864<br>Longitude: 100.628302<br>Provider: EA",#icon-1899-DB4436-labelson,,58 kW,"CCS2: 59 kW
Type2: CLOSED
Parkong",24 Hr,,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",13.835864,100.628302,EA,"
            100.628302,13.835864,0
          "
กองมณฑลทหารบกที่ 11,"Hours: 24 Hr<br>Power: 135 kW<br>Description: CCS2: 135 kW, 200A, CLOSED<br>Parking<br>Address: ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร<br>Latitude: 13.893123<br>Longitude: 100.556832<br>Provider: EA",#icon-1899-DB4436-labelson,,135 kW,"CCS2: 135 kW, 200A, CLOSED
Parking",24 Hr,,"ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",13.893123,100.556832,EA,"
            100.556832,13.893123,0
          "
7-11 ประดิษฐ์มนูธรรม 27,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร<br>Latitude: 13.833919<br>Longitude: 100.630648<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",13.833919,100.630648,EA,"
            100.630648,13.833919,0
          "
A.C.T สาขาแจ้งวัฒนะ,"Hours: Peak<br>Power: 90 kW<br>Description: Type1: <br>Type2: 11 kW<br>CCS2: 2x 90 kW, 200A<br>Bridgestone ACT changwattana<br>Address: ปากเกร็ด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.897306<br>Longitude: 100.548114<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"Type1: 
Type2: 11 kW
CCS2: 2x 90 kW, 200A
Bridgestone ACT changwattana",Peak,,"ปากเกร็ด, ปากเกร็ด, นนทบุรี",13.897306,100.548114,EA,"
            100.548114,13.897306,0
          "
สถานบันบัณฑิตพัฒนบริหารศาสตร์ (ม.นิด้า),"Hours: Peak<br>Power: 90 kW<br>Description: Type2: 2x 22 kW<br>CCS2: 90 kW, 200A<br>Parking<br>Address: คลองจั่น, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.770734<br>Longitude: 100.65396<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"Type2: 2x 22 kW
CCS2: 90 kW, 200A
Parking",Peak,,"คลองจั่น, บางกะปิ, กรุงเทพมหานคร",13.770734,100.65396,EA,"
            100.65396,13.770734,0
          "
7-11 ชุมชนศักดิ์มงคลชัย,"Hours: Closed<br>Power: 117 kW<br>Description: CCS2: 117 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.634549<br>Longitude: 100.414358<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 117 kW, 200A, CLOSED
Type2: CLOSED
Parking",Closed,,"แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.634549,100.414358,EA,"
            100.414358,13.634549,0
          "
SCB สาขาถนนนวมินทร์,"Hours: 24 Hr<br>Power: 117 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 118 kW, 200A<br>Parking scb<br>Address: คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.804935<br>Longitude: 100.647431<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"Type2: 22 kW
CCS2: 2x 118 kW, 200A
Parking scb",24 Hr,,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",13.804935,100.647431,EA,"
            100.647431,13.804935,0
          "
เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 22 (บางนาขาเข้า),"Hours: Closed<br>Power: 110 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: 110 kW, 200A, CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.668863<br>Longitude: 100.626748<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW, CLOSED
CCS2: 110 kW, 200A, CLOSED
Parking",Closed,,"บางนา, บางนา, กรุงเทพมหานคร",13.668863,100.626748,EA,"
            100.626748,13.668863,0
          "
บิ๊กซี มัยลาภ,"Hours: 24 Hr<br>Power: 40 kW<br>Description: CCS2: 2x 40 kW<br>Parking<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.848906<br>Longitude: 100.624068<br>Provider: EA",#icon-1899-DB4436-labelson,,40 kW,"CCS2: 2x 40 kW
Parking",24 Hr,,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.848906,100.624068,EA,"
            100.624068,13.848906,0
          "
A.C.T สาขาแจ้งวัฒนะ 17,"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking Bridgestone A.C.T (Thailand) Co.,Ltd. <br>Address: ปากเกร็ด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.905722<br>Longitude: 100.525119<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking Bridgestone A.C.T (Thailand) Co.,Ltd. ",Peak,,"ปากเกร็ด, ปากเกร็ด, นนทบุรี",13.905722,100.525119,EA,"
            100.525119,13.905722,0
          "
อาคารหลักสี่พลาซ่า (ไอที หลักสี่),"Hours: 24 Hr<br>Power: 51 kW<br>Description: CCS2: 51 kW<br>Type2: CLOSED<br>Parking<br>Address: ตลาดบางเขน, หลักสี่, กรุงเทพมหานคร<br>Latitude: 13.886412<br>Longitude: 100.581202<br>Provider: EA",#icon-1899-DB4436-labelson,,51 kW,"CCS2: 51 kW
Type2: CLOSED
Parking",24 Hr,,"ตลาดบางเขน, หลักสี่, กรุงเทพมหานคร",13.886412,100.581202,EA,"
            100.581202,13.886412,0
          "
A.C.T นวลจันทร์,"Hours: Closed<br>Power: 90 kW<br>Description: CCS2: 90 kW, 200A, CLOSED<br>Type2: CLOSED<br>Bridgestone A.C.T (Thailand) Co.,Ltd. Nuanchan Branch<br>Address: สะพานสูง, บึงกุ่ม, กรุงเทพมหานคร<br>Latitude: 13.819406<br>Longitude: 100.643317<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"CCS2: 90 kW, 200A, CLOSED
Type2: CLOSED
Bridgestone A.C.T (Thailand) Co.,Ltd. Nuanchan Branch",Closed,,"สะพานสูง, บึงกุ่ม, กรุงเทพมหานคร",13.819406,100.643317,EA,"
            100.643317,13.819406,0
          "
คาร์ลอฟท์ ออโต้ อิมพอร์ต,"Hours: 24 Hr<br>Power: 75 kW<br>Description: CCS2: 75 kW<br>Type2: CLOSED<br>Parking<br>Address: หนองบอน, ประเวศ, กรุงเทพมหานคร<br>Latitude: 13.699445<br>Longitude: 100.647085<br>Provider: EA",#icon-1899-DB4436-labelson,,75 kW,"CCS2: 75 kW
Type2: CLOSED
Parking",24 Hr,,"หนองบอน, ประเวศ, กรุงเทพมหานคร",13.699445,100.647085,EA,"
            100.647085,13.699445,0
          "
The Park กรุงเทพกรีฑา,"Hours: Peak<br>Power: 75 kW<br>Description: Type2: 3x 22 kW<br>CCS2: 2x 75 kW<br>parking<br>Address: หัวหมาก, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.747003<br>Longitude: 100.660641<br>Provider: EA",#icon-1899-DB4436-labelson,,75 kW,"Type2: 3x 22 kW
CCS2: 2x 75 kW
parking",Peak,,"หัวหมาก, บางกะปิ, กรุงเทพมหานคร",13.747003,100.660641,EA,"
            100.660641,13.747003,0
          "
ซีคอนสแควร์ (ศรีนครินทร์),"Hours: Peak<br>Power: 58 kW<br>Description: Type2: 22 kW<br>CCS2: 58 kW<br>Parking<br>Address: หนองบอน, ประเวศ, กรุงเทพมหานคร<br>Latitude: 13.694696<br>Longitude: 100.647763<br>Provider: EA",#icon-1899-DB4436-labelson,,58 kW,"Type2: 22 kW
CCS2: 58 kW
Parking",Peak,,"หนองบอน, ประเวศ, กรุงเทพมหานคร",13.694696,100.647763,EA,"
            100.647763,13.694696,0
          "
เบสท์ เอ็นเนอร์ยี่ พลัส สาขา 19 (รามอินทรา กม.3),"Hours: 24 Hr<br>Power: 150 kW<br>Description: Type2: 22 kW<br>CCS2: 150 kW, 200A, CLOSED<br>Parking<br>Address: อนุสาวรีย์, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.862064<br>Longitude: 100.619509<br>Provider: EA",#icon-1899-DB4436-labelson,,150 kW,"Type2: 22 kW
CCS2: 150 kW, 200A, CLOSED
Parking",24 Hr,,"อนุสาวรีย์, บางเขน, กรุงเทพมหานคร",13.862064,100.619509,EA,"
            100.619509,13.862064,0
          "
บริสโซ่ บางนา,"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 58 kW<br>Type2: CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.670984<br>Longitude: 100.636102<br>Provider: EA",#icon-1899-DB4436-labelson,,58 kW,"CCS2: 58 kW
Type2: CLOSED
Parking",24 Hr,,"บางนา, บางนา, กรุงเทพมหานคร",13.670984,100.636102,EA,"
            100.636102,13.670984,0
          "
ซัสโก้ สาขาติวานนท์,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: ปากเกร็ด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.91258<br>Longitude: 100.50906<br>Provider: EA",#icon-1899-DB4436-labelson,,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking",Closed,,"ปากเกร็ด, ปากเกร็ด, นนทบุรี",13.91258,100.50906,EA,"
            100.50906,13.91258,0
          "
7-11 พระปิ่น 5 (ซอยรางโพธิ์),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.639777<br>Longitude: 100.391165<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"บางบอน, บางบอน, กรุงเทพมหานคร",13.639777,100.391165,EA,"
            100.391165,13.639777,0
          "
ศูนย์การค้า EASE PARK รามอินทรา,"Hours: 24 Hr<br>Power: 90 kW<br>Description: Type2: 22 kW<br>Type1: 5 kW<br>CCS2: 90 kW, 200A<br>Parking<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.856239<br>Longitude: 100.62934<br>Provider: EA",#icon-1899-DB4436-labelson,,90 kW,"Type2: 22 kW
Type1: 5 kW
CCS2: 90 kW, 200A
Parking",24 Hr,,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.856239,100.62934,EA,"
            100.62934,13.856239,0
          "
ศิลา ฟิวเจอร์ จำกัด,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.847606<br>Longitude: 100.637679<br>Provider: EA",#icon-1899-DB4436-labelson,,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking",24 Hr,,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.847606,100.637679,EA,"
            100.637679,13.847606,0
          "
Kins ทำเบาะรถยนต์ เทพารักษ์,"Hours: Off-peak<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ<br>Latitude: 13.63614<br>Longitude: 100.611272<br>Provider: EA",#icon-1899-DB4436-labelson,,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking",Off-peak,,"เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",13.63614,100.611272,EA,"
            100.611272,13.63614,0
          "
SCB สาขา รามอินทรา กม. 4.5,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 5 kW<br>CCS2: 2x 110 kW, 200A<br>PARKING SCB<br>Address: ท่าแร้ง, บางเขน, กรุงเทพมหานคร<br>Latitude: 13.854002<br>Longitude: 100.633457<br>Provider: EA",#icon-1899-DB4436-labelson,,110 kW,"Type2: 5 kW
CCS2: 2x 110 kW, 200A
PARKING SCB",24 Hr,,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",13.854002,100.633457,EA,"
            100.633457,13.854002,0
          "
